seqid	type	start	end	strand	id	name	product	ec_number	kegg	dbxref
NA	CDS	11362	11484	-	MGYG000000417_02478	NA	hypothetical protein	NA	character(0)	NA
NA	CDS	31090	32145	-	MGYG000003093_00674	rluD	Ribosomal large subunit pseudouridine synthase D	NA	ko:K06180	NA
NA	CDS	114197	114397	-	MGYG000002493_00505	rpmI	50S ribosomal protein L35	NA	ko:K02916	NA
NA	CDS	13703	13963	-	MGYG000002132_01212	NA	hypothetical protein	NA	character(0)	NA
NA	CDS	249	782	-	MGYG000003576_01382	NA	hypothetical protein	NA	-	NA
NA	CDS	68907	70880	+	MGYG000003072_04573	dap_7	D-aminopeptidase	NA	-	NA
NA	CDS	2309	2749	-	MGYG000003156_01648	punA	Purine nucleoside phosphorylase 1	NA	ko:K03783	NA
NA	CDS	43204	44076	-	MGYG000001068_01131	NA	hypothetical protein	NA	ko:K20373	NA
NA	CDS	33555	35120	-	MGYG000000138_03645	NA	hypothetical protein	NA	-	NA
NA	CDS	1016	1984	+	MGYG000003563_01359	NA	hypothetical protein	NA	-	NA
NA	CDS	3500	3733	-	MGYG000001517_00866	plsY_2	Glycerol-3-phosphate acyltransferase	NA	ko:K08591	NA
NA	CDS	17960	19162	+	MGYG000000631_01707	NA	hypothetical protein	NA	ko:K01113	NA
NA	CDS	23425	23751	-	MGYG000001991_00039	NA	hypothetical protein	NA	character(0)	NA
NA	CDS	143520	144335	+	MGYG000000203_01501	NA	hypothetical protein	NA	ko:K03561	NA
NA	ncRNA	77155	77282	+	MGYG000002511_20_ncRNA114	NA	istR Hfq binding RNA	NA	character(0)	NA
NA	CDS	60799	61404	+	MGYG000002521_00123	pinR_1	Serine recombinase PinR	NA	-	NA
NA	CDS	68631	69098	+	MGYG000002187_00190	rplQ	50S ribosomal protein L17	NA	ko:K02879	NA
NA	CDS	4216	4821	+	MGYG000000902_03674	wecA	UDP-N-acetylgalactosamine-undecaprenyl-phosphate N-acetylgalactosaminephosphotransferase	NA	-	NA
NA	CDS	178941	179144	-	MGYG000000633_00332	rpmE	50S ribosomal protein L31	NA	ko:K02909	NA
NA	CDS	22505	22744	+	MGYG000001046_00666	NA	hypothetical protein	NA	character(0)	NA
NA	CDS	34104	34199	-	MGYG000000186_01411	NA	hypothetical protein	NA	character(0)	NA
NA	CDS	4284	4964	+	MGYG000002131_01397	NA	hypothetical protein	NA	c(""""ko:K12510"""", """"ko:K12511"""")	NA
NA	CDS	38961	39719	-	MGYG000001266_02755	mipA_3	MltA-interacting protein	NA	ko:K07274	NA
NA	CDS	691326	692363	+	MGYG000002321_02780	ruvB_2	Holliday junction ATP-dependent DNA helicase RuvB	NA	ko:K03551	NA
NA	CDS	9894	10160	+	MGYG000003240_02226	hupA	DNA-binding protein HU 1	NA	ko:K03530	NA
NA	CDS	1405	2175	-	MGYG000002069_00482	NA	hypothetical protein	NA	-	NA
NA	CDS	14983	15249	+	MGYG000001662_00244	NA	hypothetical protein	NA	character(0)	NA
NA	CDS	3309	3563	+	MGYG000000594_00260	NA	hypothetical protein	NA	-	NA
NA	CDS	212301	214163	+	MGYG000004352_00228	lytR	Transcriptional regulator LytR	NA	-	NA
NA	CDS	24392	25570	-	MGYG000003293_00104	NA	hypothetical protein	NA	-	NA
NA	CDS	38436	39293	-	MGYG000002620_00038	NA	hypothetical protein	NA	-	NA
NA	CDS	70545	72185	-	MGYG000000529_00683	menF	Isochorismate synthase MenF	NA	c(""""ko:K01665"""", """"ko:K02619"""", """"ko:K03342"""", """"ko:K13503"""", """"ko:K13950"""")	NA
NA	CDS	1426239	1427102	-	MGYG000001405_01426	yhaX	Stress response protein YhaX	NA	-	NA
NA	CDS	4731	5489	-	MGYG000003054_00710	hisF	Imidazole glycerol phosphate synthase subunit HisF	NA	ko:K02500	NA
NA	CDS	278799	279455	-	MGYG000000072_00577	NA	hypothetical protein	NA	-	NA
NA	CDS	9228	9653	+	MGYG000001595_01148	NA	putative Hsp20 family chaperone	NA	ko:K13993	NA
NA	CDS	83534	84295	+	MGYG000003701_01042	NA	hypothetical protein	NA	ko:K12343	NA
NA	CDS	16110	17273	+	MGYG000002216_00488	NA	hypothetical protein	NA	-	NA
NA	CDS	78106	79272	-	MGYG000002448_00075	bdhA	NADH-dependent butanol dehydrogenase A	NA	ko:K19955	NA
NA	CDS	3976	4731	-	MGYG000003593_03336	NA	hypothetical protein	NA	ko:K06889	NA
NA	CDS	42614	43063	+	MGYG000002803_00813	smpB	SsrA-binding protein	NA	ko:K03664	NA
NA	CDS	18116	18472	+	MGYG000000259_02049	NA	hypothetical protein	NA	-	NA
NA	CDS	251512	252933	+	MGYG000000040_00214	norR_3	Anaerobic nitric oxide reductase transcription regulator NorR	NA	-	NA
NA	CDS	141752	143578	+	MGYG000000113_00384	NA	hypothetical protein	NA	-	NA
NA	CDS	24602	25183	-	MGYG000000373_00418	spmA	Spore maturation protein A	NA	ko:K06373	NA
NA	CDS	89905	91266	-	MGYG000002281_02446	NA	hypothetical protein	NA	-	NA
NA	CDS	289	1341	+	MGYG000002942_00167	mnmA	tRNA-specific 2-thiouridylase MnmA	NA	ko:K00566	NA
NA	CDS	2677	2940	+	MGYG000002096_01151	csoR	Copper-sensing transcriptional repressor CsoR	NA	ko:K21600	NA
NA	CDS	6823	8046	-	MGYG000000467_01989	NA	hypothetical protein	NA	ko:K01207	NA
NA	CDS	4203495	4204862	+	MGYG000001457_03976	NA	hypothetical protein	NA	character(0)	NA
NA	CDS	765	1580	+	MGYG000004541_01045	NA	hypothetical protein	NA	-	NA
NA	CDS	10477	11394	-	MGYG000001279_01616	trpI_1	HTH-type transcriptional regulator TrpI	NA	-	NA
NA	CDS	2513	3871	-	MGYG000001516_01435	NA	hypothetical protein	NA	-	NA
NA	CDS	76409	77275	+	MGYG000002156_00563	gltC_2	HTH-type transcriptional regulator GltC	NA	-	NA
NA	CDS	15373	16671	+	MGYG000002413_00016	bzaB	5-hydroxybenzimidazole synthase BzaB	NA	ko:K03147	NA
NA	CDS	8728	8970	+	MGYG000000402_00692	secE	Protein translocase subunit SecE	NA	ko:K03073	NA
NA	CDS	1429110	1429730	+	MGYG000001317_03596	NA	hypothetical protein	NA	-	NA
NA	CDS	38099	39088	-	MGYG000000545_01003	NA	hypothetical protein	NA	-	NA
NA	CDS	14432	17440	+	MGYG000003573_01766	susC_10	TonB-dependent receptor SusC	NA	ko:K21573	NA
NA	CDS	10868	11575	-	MGYG000002433_01013	yfiC	tRNA1(Val) (adenine(37)-N6)-methyltransferase	NA	-	NA
NA	ncRNA	1779	2171	-	MGYG000001270_276_ncRNA22	NA	Bacterial large subunit ribosomal RNA	NA	character(0)	NA
NA	CDS	61643	62188	+	MGYG000001817_00138	yajL	Protein/nucleic acid deglycase 3	NA	ko:K03152	NA
NA	CDS	49297	50133	+	MGYG000003123_00394	iolI_2	Inosose isomerase	NA	-	NA
NA	CDS	171399	172412	+	MGYG000000185_00152	rsxD	Electron transport complex subunit RsxD	NA	ko:K03614	NA
NA	CDS	77607	80309	+	MGYG000002837_00536	NA	Ferredoxin--NADP reductase	NA	-	NA
NA	CDS	247400	248197	+	MGYG000003687_00256	rhaR_3	HTH-type transcriptional activator RhaR	NA	ko:K21701	NA
NA	CDS	2764	4398	+	MGYG000003720_00537	groL	60 kDa chaperonin	NA	ko:K04077	NA
NA	CDS	20728	21741	+	MGYG000003277_00364	rlmN	Dual-specificity RNA methyltransferase RlmN	NA	ko:K06941	NA
NA	CDS	54883	55377	-	MGYG000002861_00554	purE	N5-carboxyaminoimidazole ribonucleotide mutase	NA	ko:K01588	NA
NA	CDS	588803	589942	+	MGYG000004643_00561	potA	Spermidine/putrescine import ATP-binding protein PotA	NA	ko:K11072	NA
NA	CDS	17681	19792	-	MGYG000004365_01510	recD2_2	ATP-dependent RecD-like DNA helicase	NA	-	NA
NA	CDS	166077	167159	+	MGYG000002959_01216	prsA	Foldase protein PrsA	NA	c(""""ko:K03769"""", """"ko:K07533"""")	NA
NA	CDS	4157	4858	-	MGYG000004068_01986	sfsA	Sugar fermentation stimulation protein A	NA	ko:K06206	NA
NA	CDS	2236	2931	+	MGYG000000900_00961	NA	hypothetical protein	NA	-	NA
NA	CDS	4737	5405	+	MGYG000000421_01269	rnc	Ribonuclease 3	NA	ko:K03685	NA
NA	CDS	18017	18700	-	MGYG000000176_04917	NA	hypothetical protein	NA	ko:K07149	NA
NA	CDS	161327	162187	+	MGYG000004454_00148	dapF	Diaminopimelate epimerase	NA	ko:K01778	NA
NA	CDS	1	417	+	MGYG000001886_02405	NA	hypothetical protein	NA	ko:K04516	NA
NA	CDS	75261	75737	-	MGYG000002839_00595	NA	hypothetical protein	NA	-	NA
NA	CDS	112797	113288	-	MGYG000003916_00781	NA	hypothetical protein	NA	-	NA
NA	CDS	18567	19505	+	MGYG000004544_01944	NA	hypothetical protein	NA	ko:K06872	NA
NA	CDS	42180	42761	+	MGYG000003205_01885	sgcG	2-amino-4-deoxychorismate dehydrogenase	NA	-	NA
NA	CDS	8321	9145	+	MGYG000002634_01641	cpdA	3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA	NA	ko:K03651	NA
NA	CDS	4280	4579	-	MGYG000001181_00174	NA	hypothetical protein	NA	character(0)	NA
NA	CDS	176307	176843	-	MGYG000002330_03387	recU	Holliday junction resolvase RecU	NA	ko:K03700	NA
NA	CDS	9876	10967	-	MGYG000000797_00911	NA	hypothetical protein	NA	-	NA
NA	CDS	878	4543	-	MGYG000004742_00640	NA	hypothetical protein	NA	ko:K03286	NA
NA	CDS	3617	4375	-	MGYG000004757_01749	NA	hypothetical protein	NA	-	NA
NA	CDS	156142	156600	+	MGYG000001332_00149	NA	hypothetical protein	NA	-	NA
NA	CDS	114977	116014	-	MGYG000000145_03850	NA	hypothetical protein	NA	ko:K10439	NA
NA	CDS	23037	24221	-	MGYG000001182_00557	pgk	Phosphoglycerate kinase	NA	c(""""ko:K00927"""", """"ko:K01803"""")	NA
NA	CDS	2687	3076	+	MGYG000002664_01443	rpsI	30S ribosomal protein S9	NA	ko:K02996	NA
NA	CDS	67516	69519	-	MGYG000001579_01154	manP	PTS system mannose-specific EIIBCA component	NA	c(""""ko:K02768"""", """"ko:K02769"""", """"ko:K02770"""")	NA
NA	CDS	269879	270907	-	MGYG000004432_00234	NA	hypothetical protein	NA	character(0)	NA
NA	CDS	158631	159443	-	MGYG000002825_00552	glcR_1	HTH-type transcriptional repressor GlcR	NA	c(""""ko:K02081"""", """"ko:K02444"""", """"ko:K03477"""")	NA
NA	CDS	47756	48787	-	MGYG000001848_01722	purM	Phosphoribosylformylglycinamidine cyclo-ligase	NA	ko:K01933	NA
NA	CDS	6669	7364	+	MGYG000000626_01927	rluC_2	Ribosomal large subunit pseudouridine synthase C	NA	ko:K06180	NA
NA	CDS	26016	26264	-	MGYG000000161_00253	NA	hypothetical protein	NA	-	NA
NA	CDS	3267	4304	+	MGYG000003564_00275	yrbG	Inner membrane protein YrbG	NA	ko:K07301	NA
NA	CDS	796732	796974	+	MGYG000002470_00590	NA	hypothetical protein	NA	-	NA
NA	CDS	33	1181	+	MGYG000000386_00829	NA	hypothetical protein	NA	-	NA
NA	CDS	245759	246904	-	MGYG000001501_00303	NA	hypothetical protein	NA	-	NA
NA	CDS	15641	16783	-	MGYG000002837_02663	btuF_2	Vitamin B12-binding protein	NA	ko:K02016	NA
NA	CDS	30567	31475	+	MGYG000000264_00028	NA	hypothetical protein	NA	c(""""ko:K07033"""", """"ko:K09015"""")	NA
NA	CDS	34362	35459	-	MGYG000004715_00631	recF	DNA replication and repair protein RecF	NA	ko:K03629	NA
NA	CDS	970275	971180	-	MGYG000001541_01184	trxB_2	Thioredoxin reductase	NA	ko:K00384	NA
NA	CDS	14919	15419	+	MGYG000004744_00724	NA	hypothetical protein	NA	ko:K00805	NA
NA	CDS	17389	18060	+	MGYG000004541_02825	NA	hypothetical protein	NA	-	NA
NA	CDS	708752	709333	+	MGYG000000258_00667	NA	hypothetical protein	NA	-	NA
NA	CDS	1901	2020	-	MGYG000003407_00555	NA	hypothetical protein	NA	c(""""ko:K02031"""", """"ko:K15583"""")	NA
NA	CDS	13153	13398	+	MGYG000001598_00753	NA	hypothetical protein	NA	ko:K03088	NA
NA	CDS	5199	5534	-	MGYG000003763_00837	NA	hypothetical protein	NA	-	NA
NA	CDS	65359	65841	+	MGYG000004706_02022	sorB_3	PTS system sorbose-specific EIIB component	NA	c(""""ko:K02794"""", """"ko:K17465"""")	NA
NA	CDS	7585	8937	-	MGYG000002212_01584	alsT_3	Amino-acid carrier protein AlsT	NA	ko:K03310	NA
NA	CDS	586	1146	+	MGYG000002659_00806	NA	hypothetical protein	NA	-	NA
NA	CDS	49604	51220	-	MGYG000001410_00043	nir	Cytochrome c-552	NA	-	NA
NA	CDS	83600	83812	-	MGYG000001874_00084	NA	hypothetical protein	NA	ko:K22299	NA
NA	CDS	2647	2991	+	MGYG000002475_02071	NA	hypothetical protein	NA	character(0)	NA
NA	CDS	1463	2854	-	MGYG000002863_01045	NA	hypothetical protein	NA	-	NA
NA	CDS	44	340	+	MGYG000000657_03528	NA	hypothetical protein	NA	-	NA
NA	CDS	1113	1724	-	MGYG000001095_00577	ppa	Inorganic pyrophosphatase	NA	ko:K01507	NA
NA	CDS	6823	7407	-	MGYG000000716_01447	NA	hypothetical protein	NA	-	NA
NA	CDS	50353	51171	-	MGYG000002480_01494	NA	hypothetical protein	NA	-	NA
NA	CDS	47351	47854	+	MGYG000001029_01213	rpsE	30S ribosomal protein S5	NA	ko:K02988	NA
NA	CDS	293	1219	-	MGYG000002093_01152	NA	hypothetical protein	NA	character(0)	NA
NA	CDS	4480	5175	-	MGYG000000990_01029	kdpE_1	KDP operon transcriptional regulatory protein KdpE	NA	ko:K07667	NA
NA	CDS	148300	149418	-	MGYG000001403_02909	NA	hypothetical protein	NA	-	NA
NA	CDS	4899	5711	+	MGYG000003885_00890	NA	hypothetical protein	NA	-	NA
NA	CDS	7	528	-	MGYG000001181_00265	NA	hypothetical protein	NA	-	NA
NA	CDS	4557	5579	+	MGYG000003157_00464	kdgR	HTH-type transcriptional regulator KdgR	NA	ko:K02525	NA
NA	CDS	34326	34610	+	MGYG000002542_00793	NA	hypothetical protein	NA	character(0)	NA
NA	CDS	28460	29119	+	MGYG000000027_01849	nth	Endonuclease III	NA	ko:K10773	NA
NA	CDS	4763	5407	-	MGYG000002306_00583	NA	hypothetical protein	NA	ko:K19302	NA
NA	CDS	59292	59933	-	MGYG000004828_00369	pduL_1	Phosphate propanoyltransferase	NA	ko:K15024	NA
NA	CDS	34756	35199	+	MGYG000002060_00786	NA	hypothetical protein	NA	-	NA
NA	CDS	105	1661	-	MGYG000004182_01571	NA	hypothetical protein	NA	-	NA
NA	CDS	623	946	+	MGYG000001928_01432	NA	hypothetical protein	NA	-	NA
NA	CDS	148967	150007	-	MGYG000001325_00482	NA	hypothetical protein	NA	ko:K02057	NA
NA	CDS	5199	5447	-	MGYG000003377_01751	NA	hypothetical protein	NA	-	NA
NA	CDS	1018	2241	+	MGYG000003358_01494	coaBC	Coenzyme A biosynthesis bifunctional protein CoaBC	NA	ko:K13038	NA
NA	CDS	21429	22748	+	MGYG000002275_02791	NA	hypothetical protein	NA	-	NA
NA	CDS	16061	17089	-	MGYG000002663_00784	nrnA	Bifunctional oligoribonuclease and PAP phosphatase NrnA	NA	ko:K06881	NA
NA	CDS	20128	21072	+	MGYG000004473_01275	ndhI_3	NAD(P)H-quinone oxidoreductase subunit I, chloroplastic	NA	-	NA
NA	CDS	83041	84318	-	MGYG000000696_00625	umuC	Protein UmuC	NA	ko:K03502	NA
NA	CDS	771	1379	+	MGYG000001076_03268	NA	hypothetical protein	NA	-	NA
NA	CDS	46563	46721	-	MGYG000001613_00049	NA	hypothetical protein	NA	character(0)	NA
NA	CDS	654341	656974	+	MGYG000001470_00631	NA	hypothetical protein	NA	-	NA
NA	CDS	3884	4456	-	MGYG000000356_00669	NA	hypothetical protein	NA	-	NA
NA	CDS	26563	27291	-	MGYG000000213_01556	NA	hypothetical protein	NA	-	NA
NA	CDS	3480	4904	+	MGYG000002732_00269	sasA_3	Adaptive-response sensory-kinase SasA	NA	ko:K07636	NA
NA	CDS	879	1400	-	MGYG000002895_01506	NA	hypothetical protein	NA	character(0)	NA
NA	CDS	13862	15148	-	MGYG000004639_01725	serS	Serine--tRNA ligase	NA	ko:K01875	NA
NA	CDS	162388	163590	-	MGYG000004016_00672	tarK_1	Teichoic acid ribitol-phosphate primase	NA	ko:K18704	NA
NA	CDS	153	3074	+	MGYG000002327_01369	NA	hypothetical protein	NA	character(0)	NA
NA	CDS	3401	4537	+	MGYG000002717_02943	NA	hypothetical protein	NA	ko:K11720	NA
NA	CDS	619	1152	-	MGYG000004624_00048	NA	hypothetical protein	NA	character(0)	NA
NA	CDS	53326	53796	+	MGYG000002525_03134	NA	hypothetical protein	NA	ko:K02415	NA
NA	CDS	29498	30976	-	MGYG000003671_00466	atpA	ATP synthase subunit alpha	NA	-	NA
NA	CDS	122	1204	-	MGYG000000835_00998	NA	hypothetical protein	NA	ko:K00005	NA
NA	CDS	32391	33014	-	MGYG000002013_01139	NA	hypothetical protein	NA	ko:K01356	NA
NA	CDS	18761	19273	-	MGYG000000584_01721	NA	hypothetical protein	NA	character(0)	NA
NA	CDS	71095	71496	-	MGYG000004158_00941	NA	hypothetical protein	NA	-	NA
NA	CDS	98045	98758	+	MGYG000000915_02287	wecG	UDP-N-acetyl-D-mannosaminuronic acid transferase	NA	-	NA
NA	CDS	84	1373	+	MGYG000000324_00631	aspC	Aspartate aminotransferase	NA	ko:K11358	NA
NA	CDS	93907	94857	+	MGYG000004544_01326	NA	hypothetical protein	NA	-	NA
NA	CDS	237284	237811	-	MGYG000001562_01981	NA	hypothetical protein	NA	-	NA
NA	CDS	2013	3671	-	MGYG000003721_01172	NA	hypothetical protein	NA	-	NA
NA	CDS	32433	33362	+	MGYG000000391_01065	NA	hypothetical protein	NA	-	NA
NA	CDS	10758	11042	+	MGYG000003808_01157	ricR	Copper-sensing transcriptional repressor RicR	NA	ko:K21600	NA
NA	CDS	96656	97357	-	MGYG000000825_01168	yiaD	putative lipoprotein YiaD	NA	-	NA
NA	CDS	165	914	-	MGYG000000361_01296	gpmA	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	NA	ko:K01834	NA
NA	CDS	57089	57487	+	MGYG000001092_01176	NA	hypothetical protein	NA	-	NA
NA	CDS	7089	7439	-	MGYG000000282_01191	yjbR	putative protein YjbR	NA	-	NA
NA	CDS	9663	12371	-	MGYG000003203_00108	NA	hypothetical protein	NA	-	NA
NA	CDS	40790	41287	-	MGYG000003398.1_00112	NA	hypothetical protein	NA	-	NA
NA	CDS	170	1510	+	MGYG000001232_01847	NA	hypothetical protein	NA	ko:K12294	NA
NA	CDS	3180	3380	-	MGYG000002137_00336	NA	hypothetical protein	NA	-	NA
NA	CDS	12601	13806	+	MGYG000000278_01665	relA_1	GTP pyrophosphokinase	NA	ko:K00951	NA
NA	CDS	807	2741	+	MGYG000001884_02186	lacZ_5	Beta-galactosidase	NA	ko:K01190	NA
NA	CDS	4341	5165	+	MGYG000000696_02312	menB	1,4-dihydroxy-2-naphthoyl-CoA synthase	NA	ko:K01661	NA
NA	CDS	25	1122	+	MGYG000000599_01798	NA	hypothetical protein	NA	-	NA
NA	CDS	2935069	2936616	-	MGYG000002369_02663	NA	putative signaling protein	NA	-	NA
NA	CDS	244497	246059	+	MGYG000001177_00543	yheS	putative ABC transporter ATP-binding protein YheS	NA	-	NA
NA	CDS	843582	844556	-	MGYG000001346_03225	wbgU_2	UDP-N-acetylglucosamine 4-epimerase	NA	c(""""ko:K01784"""", """"ko:K02473"""")	NA
NA	CDS	54710	55438	+	MGYG000002270_02162	vioD_1	Capreomycidine synthase	NA	-	NA
NA	CDS	3708661	3709242	-	MGYG000001705_03587	NA	hypothetical protein	NA	-	NA
NA	CDS	44668	45624	-	MGYG000002524_01200	cyoA	Cytochrome bo(3) ubiquinol oxidase subunit 2	NA	ko:K02297	NA
NA	CDS	4339	5931	-	MGYG000004136_02716	sacA	Sucrose-6-phosphate hydrolase	NA	ko:K01193	NA
NA	CDS	31698	32630	+	MGYG000003771_00352	NA	hypothetical protein	NA	ko:K00297	NA
NA	CDS	25167	26753	+	MGYG000004649_00762	norR_5	Anaerobic nitric oxide reductase transcription regulator NorR	NA	-	NA
NA	CDS	1116907	1118226	+	MGYG000002337_01030	divIB	Cell division protein DivIB	NA	ko:K03589	NA
NA	CDS	2636	3862	-	MGYG000002126_00848	NA	putative uridylyltransferase	NA	ko:K00972	NA
NA	CDS	186	1328	-	MGYG000001780_04073	nspC	Carboxynorspermidine/carboxyspermidine decarboxylase	NA	ko:K13747	NA
NA	CDS	3365	6676	+	MGYG000001110_00751	NA	hypothetical protein	NA	-	NA
NA	CDS	3132049	3132963	+	MGYG000002417_02971	NA	hypothetical protein	NA	-	NA
NA	CDS	16	1011	+	MGYG000004416_01453	carA	Carbamoyl-phosphate synthase small chain	NA	ko:K01956	NA
NA	CDS	1830802	1831320	-	MGYG000001373_01783	NA	hypothetical protein	NA	-	NA
NA	CDS	27722	28363	+	MGYG000000158_01509	NA	hypothetical protein	NA	ko:K01808	NA
NA	CDS	166	261	+	MGYG000003501_01880	NA	hypothetical protein	NA	character(0)	NA
NA	CDS	56889	57971	+	MGYG000000640_00912	nahK	N-acetylhexosamine 1-kinase	NA	ko:K02204	NA
NA	CDS	20798	22150	-	MGYG000004339_00671	nreB	DNA repair protein NreB	NA	-	NA
NA	CDS	66	644	+	MGYG000002834_01820	NA	hypothetical protein	NA	-	NA
NA	CDS	8865	9311	-	MGYG000001057_00630	NA	Acid shock protein	NA	ko:K13993	NA
NA	CDS	119019	119756	+	MGYG000000235_03287	mepM_2	Murein DD-endopeptidase MepM	NA	ko:K19304	NA
NA	CDS	74213	75205	-	MGYG000000701_00148	NA	hypothetical protein	NA	-	NA
NA	CDS	72578	74767	-	MGYG000001346_00086	glnA_1	Glutamine synthetase	NA	ko:K01915	NA
NA	CDS	56982	59564	+	MGYG000004438_01394	ponA	Penicillin-binding protein 1A/1B	NA	ko:K05366	NA
NA	CDS	63862	65367	-	MGYG000002407_00142	NA	hypothetical protein	NA	ko:K07793	NA
NA	CDS	139513	140319	+	MGYG000000915_02495	manZ_2	PTS system mannose-specific EIID component	NA	ko:K02796	NA
NA	CDS	2283	3575	-	MGYG000004424_01293	dmdA	2,3-dimethylmalate dehydratase large subunit	NA	ko:K01703	NA
NA	ncRNA	17	3084	-	MGYG000001435_1_ncRNA1	NA	Bacterial large subunit ribosomal RNA	NA	character(0)	NA
NA	CDS	38969	39433	+	MGYG000001467_02335	immA	Metallopeptidase ImmA	NA	-	NA
NA	CDS	10760	12550	-	MGYG000004758_00626	menD	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase	NA	ko:K02551	NA
NA	CDS	45452	45790	-	MGYG000002639_00303	NA	hypothetical protein	NA	-	NA
NA	CDS	1491029	1491745	-	MGYG000001373_01441	NA	hypothetical protein	NA	ko:K22132	NA
NA	CDS	15927	16286	+	MGYG000001581_00829	mgsR	Regulatory protein MgsR	NA	ko:K00537	NA
NA	CDS	538	936	+	MGYG000003762_00072	NA	hypothetical protein	NA	character(0)	NA
NA	CDS	2618144	2620258	+	MGYG000001500_02721	NA	hypothetical protein	NA	character(0)	NA
NA	CDS	42612	43529	+	MGYG000001065_00763	pyrF	Orotidine 5'-phosphate decarboxylase	NA	ko:K01591	NA
NA	CDS	8149	9180	-	MGYG000004114_01607	dnaJ_2	Chaperone protein DnaJ	NA	ko:K05516	NA
NA	CDS	4751793	4753307	-	MGYG000001445_04385	glpK	Glycerol kinase	NA	ko:K00864	NA
NA	CDS	14603	16678	-	MGYG000001996_00938	fus	Elongation factor G	NA	ko:K02355	NA
NA	CDS	6638	7189	-	MGYG000004621_01850	yfcE	Phosphodiesterase YfcE	NA	ko:K07095	NA
NA	CDS	426886	427452	-	MGYG000001389_02134	NA	hypothetical protein	NA	-	NA
NA	CDS	1054	1377	+	MGYG000002076_01752	NA	hypothetical protein	NA	ko:K01924	NA
NA	CDS	22036	23970	+	MGYG000004510_00021	mutL	DNA mismatch repair protein MutL	NA	ko:K03572	NA
NA	CDS	12121	12822	-	MGYG000003225_01583	NA	hypothetical protein	NA	-	NA
NA	CDS	43042	43383	+	MGYG000004623_00183	NA	hypothetical protein	NA	character(0)	NA
NA	CDS	31583	32278	-	MGYG000001928_00368	queE_1	7-carboxy-7-deazaguanine synthase	NA	ko:K04069	NA
NA	CDS	136457	137557	-	MGYG000001487_02151	NA	hypothetical protein	NA	ko:K07079	NA
NA	CDS	9480	15701	-	MGYG000003214_02778	srfAA	Surfactin synthase subunit 1	NA	c(""""ko:K04784"""", """"ko:K12240"""")	NA
NA	CDS	32250	32516	-	MGYG000001192_00149	NA	hypothetical protein	NA	character(0)	NA
NA	CDS	118633	119121	-	MGYG000002932_00707	NA	hypothetical protein	NA	-	NA
NA	CDS	118820	119326	-	MGYG000002544_00433	NA	hypothetical protein	NA	-	NA
NA	CDS	19570	20790	+	MGYG000001025_00416	tdcB	L-threonine ammonia-lyase	NA	ko:K01754	NA
NA	CDS	31440	32675	+	MGYG000002174_00497	NA	hypothetical protein	NA	ko:K02057	NA
NA	CDS	66216	67037	+	MGYG000000489_01585	rhaD	Rhamnulose-1-phosphate aldolase	NA	ko:K01629	NA
NA	CDS	22468	23979	+	MGYG000004308_01055	comM	Competence protein ComM	NA	ko:K07391	NA
NA	CDS	77335	77649	+	MGYG000000218_00077	NA	hypothetical protein	NA	character(0)	NA
NA	CDS	18771	20579	-	MGYG000000506_00674	uup	ABC transporter ATP-binding protein uup	NA	ko:K15738	NA
NA	CDS	3579590	3580558	-	MGYG000002520_03300	dgcC	putative diguanylate cyclase DgcC	NA	-	NA
NA	CDS	38456	39082	+	MGYG000002268_03075	NA	hypothetical protein	NA	-	NA
NA	CDS	10453	10992	+	MGYG000001956_00950	rplF	50S ribosomal protein L6	NA	ko:K02933	NA
NA	CDS	25642	26298	-	MGYG000000219_00025	NA	hypothetical protein	NA	c(""""ko:K22106"""", """"ko:K22108"""")	NA
NA	CDS	268482	268709	+	MGYG000000219_02117	NA	Putative sulfur carrier protein	NA	-	NA
NA	CDS	10980	11537	-	MGYG000002886_01125	mtnD	Acireductone dioxygenase	NA	ko:K08967	NA
NA	CDS	21381	23195	-	MGYG000004233_01403	uidA_1	Beta-glucuronidase	NA	ko:K01195	NA
NA	CDS	59100	59465	-	MGYG000000040_01613	mntR	Transcriptional regulator MntR	NA	-	NA
NA	CDS	364169	365164	+	MGYG000001554_00353	NA	hypothetical protein	NA	c(""""ko:K01075"""", """"ko:K10806"""")	NA
NA	CDS	837061	838272	+	MGYG000001416_00773	NA	hypothetical protein	NA	-	NA
NA	CDS	37484	38026	-	MGYG000000820_00521	hpt	Hypoxanthine phosphoribosyltransferase	NA	ko:K00760	NA
NA	CDS	1789	2211	-	MGYG000003295_01017	NA	hypothetical protein	NA	c(""""ko:K02768"""", """"ko:K02769"""", """"ko:K02770"""", """"ko:K02806"""")	NA
NA	CDS	26717	27835	+	MGYG000003285_00246	NA	hypothetical protein	NA	ko:K07098	NA
NA	CDS	38813	39361	+	MGYG000004142_00049	rplF	50S ribosomal protein L6	NA	ko:K02933	NA
NA	CDS	41816	42661	+	MGYG000004829_00840	ubiE_2	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE	NA	-	NA
NA	CDS	58268	61072	+	MGYG000001705_00059	NA	hypothetical protein	NA	ko:K12678	NA
NA	CDS	2868	3320	+	MGYG000000657_01117	NA	hypothetical protein	NA	-	NA
